lat,lon
52.390221,4.90194
52.390076,4.90203
52.388629,4.882118
52.400951,4.900474
52.400881,4.900206
52.400843,4.899996
52.400713,4.899676
52.400771,4.899707
52.400811,4.899752
52.400831,4.899825
52.338996,4.908531
52.338952,4.908572
52.338836,4.908119
52.338811,4.908187
52.376259,4.946419
52.376246,4.946289
52.376242,4.945672
52.376252,4.945787
52.376281,4.945436
52.376238,4.946151
52.376269,4.945199
52.376264,4.94556
52.376265,4.94532
52.376265,4.946028
52.376253,4.945107
52.412151,4.902708
52.412013,4.902844
52.411923,4.902189
52.411906,4.902973
52.411811,4.902357
52.411804,4.90309
52.41169,4.902525
52.411631,4.903337
52.411572,4.902676
52.411446,4.902853
52.411471,4.903587
52.411329,4.902999
52.411257,4.903125
52.411546,4.903471
52.411719,4.903218
52.363766,4.917769
52.363653,4.917362
52.363576,4.917046
52.363515,4.916862
52.337745,4.912719
52.339319,4.913526
52.339243,4.91324
52.339156,4.912974
52.338847,4.912743
52.339027,4.912711
52.334075,4.904384
52.359621,4.906596
52.359964,4.90684
52.362061,4.893218
52.362007,4.893554
52.361964,4.893929
52.374737,4.936253
52.3668,4.945646
52.366791,4.945406
52.366811,4.945239
52.36647,4.870902
52.382371,4.961994
52.392107,4.890017
52.392016,4.890064
52.39193,4.890106
52.374989,4.94646
52.357626,4.970933
52.357563,4.970635
52.378393,4.891124
52.378586,4.891301
52.38949,4.902368
52.389152,4.902487
52.389048,4.902529
52.389296,4.902459
52.380104,4.868309
52.379954,4.868374
52.379802,4.868423
52.379675,4.868483
52.379538,4.868518
52.379386,4.868618
52.379253,4.86868
52.361854,4.991625
52.361816,4.991497
52.361721,4.991267
52.361562,4.991106
52.361465,4.99105
52.361619,4.991182
52.369224,4.926081
52.372571,4.909815
52.372485,4.910282
52.372434,4.910344
52.385973,4.885694
52.385966,4.886216
52.385799,4.885684
52.385798,4.886192
52.385555,4.885619
52.385534,4.885683
52.385364,4.886115
52.385344,4.885604
52.3853,4.885679
52.336225,4.796942
52.336034,4.797122
52.33321,4.904354
52.333155,4.904157
52.333117,4.903938
52.333064,4.903667
52.333033,4.903301
52.333018,4.902968
52.33374,4.903495
52.376205,4.868276
52.376102,4.868573
52.376017,4.868922
52.360945,4.904278
52.360738,4.904379
52.360733,4.904298
52.382023,4.875058
52.381794,4.874682
52.381661,4.874464
52.381532,4.874274
52.381381,4.874031
52.361762,4.951501
52.412958,4.94168
52.412912,4.942176
52.412886,4.942469
52.412869,4.942805
52.41285,4.943072
52.33857,4.929542
52.338534,4.929323
52.374771,4.978446
52.374736,4.978576
52.374548,4.979303
52.374244,4.979558
52.374199,4.9794
52.374742,4.978688
52.374227,4.97927
52.332897,4.853364
52.333108,4.853065
52.333233,4.852917
52.365662,4.908992
52.365563,4.909294
52.365437,4.90966
52.365319,4.909993
52.373538,4.912867
52.37347,4.91287
52.37331,4.912892
52.373577,4.912878
52.373378,4.912883
52.373148,4.912835
52.372985,4.912808
52.372898,4.912776
52.37283,4.912771
52.372663,4.912727
52.366934,4.950308
52.366576,4.950532
52.366573,4.95082
52.36657,4.951183
52.386993,4.891457
52.386915,4.891448
52.386841,4.891435
52.386762,4.891439
52.386683,4.891439
52.386622,4.891427
52.386532,4.891436
52.386468,4.891433
52.386383,4.891425
52.38631,4.891423
52.386234,4.89142
52.386156,4.891422
52.386083,4.891393
52.367303,4.899558
52.367255,4.899538
52.367098,4.900076
52.367063,4.900038
52.36697,4.900403
52.366914,4.900426
52.366844,4.900722
52.366811,4.900686
52.386641,4.885806
52.386341,4.886271
52.386192,4.885717
52.386154,4.886239
52.411385,4.903742
52.411303,4.903871
52.340472,4.792612
52.340285,4.79281
52.389922,4.902106
52.389782,4.902175
52.389646,4.902253
52.339642,4.91039
52.339582,4.910059
52.339533,4.910069
52.339471,4.909773
52.339416,4.90952
52.339308,4.909276
52.339719,4.910627
52.364454,4.869213
52.364399,4.868955
52.36419,4.868136
52.364142,4.867933
52.414054,4.899271
52.414083,4.899927
52.413997,4.900045
52.41374,4.900384
52.413681,4.899796
52.413409,4.900188
52.413241,4.900416
52.413852,4.899573
52.413548,4.899986
52.41385,4.900192
52.347002,4.913477
52.346913,4.912301
52.346732,4.912369
52.346754,4.913611
52.346564,4.912377
52.346575,4.913708
52.361178,4.989987
52.361196,4.990143
52.36122,4.990287
52.361245,4.990429
52.36127,4.990569
52.361118,4.989887
52.361078,4.989761
52.361031,4.989647
52.360936,4.989569
52.360853,4.98951
52.374414,4.923656
52.374074,4.923395
52.367273,4.927709
52.367261,4.927178
52.367271,4.927435
52.367253,4.926879
52.367253,4.926577
52.367241,4.926321
52.367654,4.897549
52.367629,4.896371
52.367182,4.897163
52.367145,4.896848
52.367124,4.897509
52.367113,4.896535
52.367104,4.896292
52.367645,4.896872
52.367595,4.896644
52.374964,4.881733
52.374792,4.906045
52.374786,4.90617
52.374764,4.90631
52.374693,4.906351
52.374636,4.905797
52.376157,4.916749
52.376089,4.91673
52.376073,4.91695
52.376057,4.917401
52.375909,4.917625
52.375997,4.917391
52.375859,4.917902
52.375843,4.917728
52.37584,4.918051
52.376112,4.91704
52.375993,4.917122
52.422578,4.859089
52.42242,4.859221
52.367336,4.931348
52.367337,4.931643
52.367332,4.931107
52.382889,4.908668
52.38268,4.908389
52.382598,4.908508
52.382482,4.908119
52.38243,4.907792
52.382415,4.908247
52.382315,4.907541
52.364169,4.910579
52.392238,4.888953
52.391996,4.888914
52.3925,4.888997
52.39244,4.88886
52.392691,4.888897
52.392738,4.889032
52.391938,4.888776
52.392181,4.888819
52.392139,4.88874
52.335712,4.797437
52.335557,4.797666
52.335431,4.797886
52.335873,4.797271
52.373493,4.904292
52.373473,4.904227
52.373436,4.904185
52.373398,4.904155
52.373329,4.904528
52.373222,4.904721
52.373132,4.904889
52.373045,4.905046
52.373039,4.904176
52.37295,4.90524
52.372868,4.904426
52.372863,4.904522
52.372841,4.905423
52.372753,4.90559
52.372669,4.904806
52.368493,4.977325
52.368477,4.978295
52.368498,4.977141
52.368454,4.977763
52.368238,4.977342
52.373398,4.949139
52.332486,4.804737
52.332416,4.804958
52.362801,4.862995
52.378721,4.863003
52.378572,4.863079
52.378266,4.863155
52.378413,4.863116
52.352244,4.910363
52.35223,4.910466
52.352076,4.910575
52.351859,4.909117
52.351703,4.909135
52.351633,4.909271
52.351419,4.909309
52.351418,4.909382
52.37439,4.943036
52.374272,4.942174
52.374441,4.943166
52.374285,4.942761
52.374252,4.942317
52.366617,4.876715
52.366572,4.876541
52.366517,4.876342
52.366495,4.876845
52.366454,4.876101
52.36642,4.876643
52.366365,4.875833
52.366317,4.876302
52.366266,4.876109
52.366212,4.875896
52.366167,4.875749
52.334929,4.798848
52.334829,4.799136
52.334707,4.799372
52.334592,4.799657
52.334486,4.799933
52.366778,4.938757
52.36676,4.937747
52.366768,4.93828
52.366769,4.938512
52.366752,4.937484
52.366762,4.938032
52.366746,4.937329
52.359857,4.89478
52.359842,4.895009
52.359827,4.895268
52.359794,4.895574
52.359771,4.895902
52.367082,4.88998
52.367038,4.890148
52.366999,4.890368
52.366968,4.890574
52.367193,4.890416
52.367142,4.890747
52.367095,4.891094
52.366925,4.890863
52.366884,4.891155
52.366861,4.891356
52.337923,4.906829
52.33845,4.90741
52.342651,4.847556
52.370952,4.908256
52.370935,4.908354
52.335439,4.847543
52.390664,4.886615
52.390814,4.887132
52.390795,4.887265
52.390631,4.887831
52.390825,4.887894
52.390779,4.888006
52.378299,4.962368
52.37836,4.962363
52.396358,4.880824
52.396595,4.881031
52.388107,4.939112
52.387783,4.939082
52.386965,4.889245
52.38692,4.889247
52.386843,4.888869
52.386746,4.888644
52.386157,4.888556
52.377903,4.975482
52.377756,4.975774
52.379064,4.889516
52.378892,4.889344
52.378726,4.889191
52.378558,4.889035
52.378683,4.888831
52.379221,4.889318
52.378956,4.889077
52.37849,4.888657
52.378362,4.888852
52.338744,4.910989
52.338665,4.912051
52.368694,4.979375
52.368575,4.979305
52.368498,4.978613
52.368511,4.978767
52.368469,4.978345
52.384778,4.860888
52.384756,4.860605
52.38465,4.86095
52.384637,4.860512
52.384486,4.860982
52.384467,4.860525
52.384313,4.861005
52.3842,4.860553
52.384152,4.86105
52.384028,4.861119
52.384476,4.860613
52.335767,4.906099
52.335227,4.907094
52.334991,4.906913
52.365268,4.906439
52.365318,4.906707
52.365369,4.906951
52.365417,4.907201
52.384014,4.891086
52.383862,4.890986
52.383661,4.890971
52.383468,4.890947
52.383331,4.891136
52.383172,4.890301
52.384101,4.891097
52.383807,4.891232
52.383581,4.891188
52.339054,4.794065
52.338926,4.794195
52.338812,4.794322
52.338655,4.794473
52.338504,4.794616
52.338363,4.794763
52.368519,4.921778
52.368389,4.922168
52.368262,4.922505
52.368149,4.922805
52.368078,4.923006
52.367866,4.922027
52.366137,4.878659
52.366,4.878834
52.371428,4.882685
52.371187,4.882688
52.370992,4.882656
52.370757,4.882638
52.333804,4.848921
52.41121,4.904003
52.411134,4.904148
52.411047,4.904365
52.410951,4.904556
52.410842,4.903703
52.41085,4.904717
52.410739,4.903824
52.410593,4.904021
52.410439,4.904272
52.358028,4.905942
52.358025,4.906016
52.357833,4.906009
52.357624,4.906168
52.357416,4.906203
52.357201,4.906301
52.334368,4.800234
52.363097,4.962972
52.362957,4.963279
52.362583,4.964023
52.342909,4.91556
52.342775,4.915761
52.404923,4.903546
52.404796,4.903337
52.404689,4.903123
52.404567,4.902882
52.372246,4.86926
52.372147,4.868786
52.372086,4.868468
52.37202,4.868139
52.370172,4.882594
52.369856,4.882554
52.376698,4.977053
52.376421,4.977264
52.376116,4.977741
52.375847,4.978152
52.376122,4.977826
52.37585,4.978044
52.375915,4.978148
52.375439,4.92079
52.375523,4.920443
52.360984,4.98935
52.360829,4.989346
52.360831,4.989187
52.36075,4.989102
52.360637,4.988878
52.360643,4.988711
52.360594,4.988597
52.360545,4.98848
52.360447,4.988248
52.360412,4.98795
52.366967,4.874169
52.366829,4.87425
52.345076,4.783047
52.398761,4.877756
52.360927,4.90312
52.360722,4.903312
52.360717,4.903232
52.360051,4.903574
52.377905,4.888105
52.377756,4.887941
52.372574,4.905902
52.372475,4.906754
52.372136,4.907004
52.371952,4.906918
52.37174,4.906671
52.371746,4.905992
52.371694,4.90599
52.372174,4.906952
52.387865,4.891718
52.387851,4.891564
52.38785,4.891436
52.38763,4.89147
52.387554,4.89148
52.387391,4.891483
52.387313,4.891484
52.387233,4.891468
52.387155,4.891465
52.387073,4.891459
52.364927,4.870949
52.364858,4.870735
52.364783,4.870468
52.366355,4.959288
52.366256,4.958727
52.390919,4.939077
52.39095,4.939482
52.390965,4.93908
52.390236,4.938836
52.38181,4.965625
52.381756,4.965634
52.381709,4.965663
52.381661,4.9657
52.38156,4.965801
52.369478,4.872074
52.369061,4.872365
52.368896,4.872488
52.415018,4.897956
52.414774,4.89827
52.414602,4.898541
52.414413,4.898795
52.342102,4.791538
52.342025,4.791395
52.341957,4.791076
52.341947,4.790856
52.341736,4.791684
52.341572,4.791604
52.341365,4.791693
52.341207,4.791884
52.341883,4.791843
52.343004,4.792332
52.342742,4.792107
52.342591,4.791958
52.342431,4.791807
52.342284,4.791693
52.342169,4.791573
52.342892,4.79222
52.377707,4.93885
52.377677,4.939288
52.377657,4.939804
52.333117,4.901124
52.333074,4.900705
52.378179,4.863195
52.378013,4.86326
52.377812,4.863217
52.34381,4.786235
52.343639,4.78663
52.343472,4.787053
52.343327,4.78738
52.362159,4.892456
52.403329,4.902125
52.403251,4.90123
52.403197,4.902034
52.403095,4.901079
52.403035,4.901961
52.402912,4.900907
52.402842,4.901818
52.402719,4.900712
52.402738,4.90169
52.402607,4.901591
52.402583,4.900638
52.403448,4.901396
52.34845,4.888695
52.348426,4.889065
52.374119,4.912753
52.373857,4.912852
52.373696,4.91288
52.373624,4.912864
52.383106,4.883613
52.383066,4.884075
52.383019,4.883777
52.382932,4.884291
52.382881,4.884025
52.382826,4.884513
52.382764,4.884218
52.382711,4.884737
52.382639,4.884464
52.382358,4.884946
52.369367,4.918127
52.369288,4.918112
52.369526,4.926557
52.369379,4.92633
52.366773,4.919631
52.366689,4.919856
52.372618,4.925519
52.336229,4.850467
52.375829,4.86961
52.337787,4.908525
52.337583,4.908256
52.337326,4.908028
52.337136,4.907869
52.362912,4.909535
52.362869,4.909304
52.36281,4.90901
52.383915,4.860519
52.383962,4.86116
52.383821,4.861234
52.358109,4.896442
52.358089,4.896679
52.358082,4.896899
52.35808,4.89718
52.358077,4.897485
52.346223,4.849839
52.346128,4.849786
52.345981,4.849704
52.345814,4.849671
52.345673,4.849566
52.345517,4.849474
52.345366,4.849414
52.389863,4.905684
52.389969,4.906031
52.389829,4.906028
52.389659,4.90605
52.389485,4.906041
52.38932,4.906071
52.389175,4.906088
52.389068,4.906117
52.382243,4.907446
52.382142,4.907284
52.382019,4.907158
52.382128,4.908135
52.381525,4.908246
52.328168,4.816477
52.37242,4.870189
52.372377,4.869939
52.372323,4.86964
52.372278,4.869408
52.37749,4.931023
52.377417,4.931501
52.377333,4.932144
52.426909,4.860695
52.426763,4.860521
52.426615,4.860336
52.345096,4.845648
52.369498,4.868792
52.369356,4.868924
52.369196,4.869014
52.369064,4.86911
52.368902,4.869215
52.340074,4.793022
52.339892,4.793207
52.339742,4.793346
52.339599,4.793477
52.339488,4.793601
52.339397,4.793724
52.33928,4.793819
52.372163,4.874302
52.372338,4.874314
52.371559,4.874845
52.378808,4.891502
52.361919,4.902593
52.36151,4.902287
52.361438,4.90195
52.36139,4.901694
52.361345,4.901422
52.361335,4.902132
52.361254,4.901714
52.361235,4.901246
52.362538,4.960956
52.362625,4.960753
52.362751,4.960276
52.37129,4.949744
52.371234,4.949413
52.371271,4.949533
52.371202,4.94906
52.371196,4.94919
52.371162,4.948718
52.371179,4.948839
52.371112,4.9485
52.371145,4.948361
52.358843,4.90255
52.358799,4.902312
52.35875,4.902055
52.359834,4.971141
52.371314,4.904006
52.37112,4.903605
52.370993,4.903313
52.370822,4.903895
52.370814,4.902917
52.370761,4.90293
52.370709,4.903658
52.370691,4.902597
52.370743,4.903629
52.397133,4.922713
52.398958,4.92262
52.342103,4.849101
52.342069,4.848901
52.342039,4.848687
52.342031,4.849112
52.341997,4.848471
52.34195,4.848187
52.341922,4.849108
52.341874,4.848246
52.341881,4.848872
52.341855,4.849119
52.341837,4.848623
52.341819,4.848948
52.341789,4.848387
52.341775,4.848705
52.341741,4.84808
52.341745,4.849119
52.341693,4.848869
52.341676,4.848129
52.341646,4.848977
52.341596,4.848727
52.341575,4.848212
52.341559,4.849094
52.341528,4.847911
52.341511,4.848862
52.341491,4.84915
52.341469,4.848614
52.341452,4.848917
52.341456,4.847949
52.341436,4.84838
52.34167,4.849141
52.341928,4.848547
52.341979,4.848852
52.341715,4.848422
52.341619,4.848458
52.341551,4.848501
52.341498,4.848227
52.344516,4.914083
52.344298,4.914193
52.344125,4.914305
52.369682,4.91838
52.369366,4.919269
52.36926,4.919572
52.369154,4.919826
52.414268,4.899758
52.414243,4.899039
52.338248,4.92709
52.375876,4.937553
52.383094,4.908992
52.383013,4.909113
52.382938,4.908757
52.382859,4.908866
52.383184,4.909329
52.378992,4.868769
52.378846,4.868807
52.378718,4.868864
52.378505,4.868959
52.378356,4.869018
52.379123,4.8687
52.367322,4.930628
52.367321,4.930863
52.367304,4.929638
52.367309,4.930194
52.367315,4.930406
52.367308,4.929911
52.363821,4.902752
52.363831,4.902833
52.363432,4.902932
52.363459,4.903009
52.363144,4.903184
52.363187,4.903082
52.363066,4.903725
52.362955,4.904046
52.363105,4.903931
52.363141,4.904118
52.36643,4.95971
52.370748,4.91539
52.332436,4.855059
52.341055,4.79204
52.363043,4.910182
52.362979,4.909851
52.382007,4.862253
52.381842,4.862319
52.372721,4.943038
52.37268,4.94246
52.413708,4.900489
52.413624,4.900619
52.413522,4.900787
52.413418,4.900931
52.413264,4.901082
52.342555,4.789259
52.342413,4.78959
52.342247,4.789996
52.342153,4.790211
52.37639,4.915209
52.376268,4.915402
52.376333,4.915226
52.376241,4.915556
52.376233,4.915703
52.376214,4.915218
52.376155,4.916139
52.376113,4.91634
52.376184,4.916583
52.376108,4.916582
52.376178,4.91591
52.376221,4.915145
52.363324,4.90605
52.363457,4.905881
52.346499,4.912394
52.346075,4.912565
52.345851,4.912658
52.345668,4.912698
52.34649,4.913745
52.346373,4.912522
52.367681,4.898313
52.367436,4.899215
52.367407,4.899153
52.367082,4.898789
52.367063,4.898364
52.367034,4.898815
52.366968,4.899208
52.367084,4.897937
52.362646,4.901439
52.362592,4.90116
52.362558,4.901863
52.362506,4.901573
52.362427,4.902381
52.362699,4.901737
52.331079,4.843059
52.331124,4.843114
52.387882,4.906699
52.377794,4.929349
52.377688,4.929932
52.377604,4.930422
52.367338,4.934573
52.367343,4.93513
52.36734,4.935561
52.373542,4.90726
52.37354,4.907357
52.373423,4.907371
52.37336,4.907813
52.373358,4.907362
52.373328,4.908146
52.373093,4.90784
52.373063,4.907908
52.373508,4.908206
52.371112,4.948141
52.371129,4.948007
52.371098,4.947784
52.37104,4.947681
52.371007,4.947465
52.371006,4.947326
52.371004,4.9471
52.371012,4.946976
52.37508,4.905024
52.375105,4.905153
52.375087,4.905527
52.374989,4.905012
52.374841,4.904762
52.374883,4.905386
52.375146,4.905424
52.37494,4.904936
52.374711,4.905161
52.375019,4.90556
52.382187,4.905342
52.381846,4.904873
52.381673,4.905168
52.381491,4.90546
52.415802,4.896893
52.415616,4.897177
52.364686,4.870147
52.364609,4.869856
52.364524,4.869519
52.383085,4.890343
52.363828,4.901665
52.363834,4.901735
52.363662,4.901822
52.363651,4.901752
52.363234,4.901994
52.362994,4.902113
52.344237,4.848777
52.344057,4.848655
52.343877,4.848566
52.343667,4.848454
52.343506,4.848331
52.343381,4.848225
52.370012,4.868432
52.369834,4.868572
52.369672,4.868698
52.350244,4.909929
52.34951,4.910238
52.35027,4.909986
52.345447,4.912742
52.345287,4.912788
52.345116,4.912801
52.345149,4.913781
52.344891,4.912882
52.344873,4.912814
52.344682,4.912931
52.367371,4.938211
52.372567,4.941631
